序号,系统,25/26,责任人,一级功能,二级功能,三级功能,四级功能,类型,修改说明,评估说明,FTR,RET,DET,复杂度,UFP,复用度,调整因子,应用系数,FP,FP*应用系数,FTR明细,RET明细,DET明细（除启动触发器）,备注,,备注,"说明：
一、对于EI、EO、EQ
1、FTR如有多个，用中文顿号隔开
2、DET每行对应一个FTR，有多少个FTR则有多少行DET。对于每一行DET，用竖线|分割输入DET和输出DET，用顿号隔开多个DET。不同FTR用回车分开。
逻辑文件1{输入1、输入2|输出1、输出2}
逻辑文件2{|输出3、输出4}
逻辑文件3{输入3|}
例如：用户角色查询
FTR明细：
用户信息、角色信息
DET明细：
用户信息{用户名|用户名、密码、姓名、电话号码}
角色信息{|角色名称、角色权限}
二、如使用估算法，在DET列填写“估算法”
三、后评估如缺少FTR或DET信息导致无法据实评估的，复杂度均为低，在DET列填写“估算”",评估方法：
=ROW()-1,,2025,张明峰,,,,重试失败的上报批次,EI,,,"=IF(OR(X750=""估算法"",X750=""算法类"",X750=""无法识别""),"""",IF(V750="""",IF(OR(I750=""EI"",I750=""EO"",I750=""EQ""),0,""""),LEN(V750)-LEN(SUBSTITUTE(V750,""、"",""""))+1))","=IF(OR(X750=""估算法"",X750=""算法类"",X750=""无法识别""),"""",IF(W750="""",IF(OR(I750=""ILF"",I750=""EIF""),0,""""),LEN(W750)-LEN(SUBSTITUTE(W750,""、"",""""))+1))","=IF(OR(X750=""估算法"",X750=""算法类"",X750=""无法识别""),"""",IF(X750="""",IF(OR(I750=""ILF"",I750=""EIF"",I750=""EI"",I750=""EO"",I750=""EQ""),0,""""),LEN(X750)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X750,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I750=""EI"",I750=""EO"",I750=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I750=""EI"",IF(OR(X750=""估算法"",X750=""算法类""),""中"",IF(X750=""无法识别"",""低"",IF(L750<2,IF(N750<16,""低"",""中""),IF(L750<3,IF(N750<5,""低"",IF(N750<16,""中"",""高"")),IF(N750<5,""中"",""高""))))),IF(OR(I750=""EO"",I750=""EQ""),IF(OR(X750=""估算法"",X750=""算法类""),""中"",IF(X750=""无法识别"",""低"",IF(L750<2,IF(N750<20,""低"",""中""),IF(L750<4,IF(N750<6,""低"",IF(N750<20,""中"",""高"")),IF(N750<6,""中"",""高""))))),IF(OR(I750=""ILF"",I750=""EIF""),IF(OR(X750=""估算法"",X750=""算法类"",X750=""无法识别""),""低"",IF(M750<2,IF(N750<51,""低"",""中""),IF(M750<6,IF(N750<20,""低"",IF(N750<51,""中"",""高"")),IF(N750<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I750=""EI"",IF(O750=""低"",3,IF(O750=""中"",4,6)),IF(I750=""EO"",IF(O750=""低"",4,IF(O750=""中"",5,7)),IF(I750=""EQ"",IF(O750=""低"",3,IF(O750=""中"",4,6)),IF(I750=""ILF"",IF(O750=""低"",7,IF(O750=""中"",10,15)),IF(I750=""EIF"",IF(O750=""低"",5,IF(O750=""中"",7,10)),""不计算"")))))*Q750,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P750*R750,0)",=T750*S750,台账上报批次表、部侧台账批量上报请求接口文件,,台账上报批次表{批次编号|上报状态、失败原因},,,,,
=ROW()-1,,2025,张明峰,,,,解析部侧台账批量上报响应,EI,,,"=IF(OR(X751=""估算法"",X751=""算法类"",X751=""无法识别""),"""",IF(V751="""",IF(OR(I751=""EI"",I751=""EO"",I751=""EQ""),0,""""),LEN(V751)-LEN(SUBSTITUTE(V751,""、"",""""))+1))","=IF(OR(X751=""估算法"",X751=""算法类"",X751=""无法识别""),"""",IF(W751="""",IF(OR(I751=""ILF"",I751=""EIF""),0,""""),LEN(W751)-LEN(SUBSTITUTE(W751,""、"",""""))+1))","=IF(OR(X751=""估算法"",X751=""算法类"",X751=""无法识别""),"""",IF(X751="""",IF(OR(I751=""ILF"",I751=""EIF"",I751=""EI"",I751=""EO"",I751=""EQ""),0,""""),LEN(X751)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X751,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I751=""EI"",I751=""EO"",I751=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I751=""EI"",IF(OR(X751=""估算法"",X751=""算法类""),""中"",IF(X751=""无法识别"",""低"",IF(L751<2,IF(N751<16,""低"",""中""),IF(L751<3,IF(N751<5,""低"",IF(N751<16,""中"",""高"")),IF(N751<5,""中"",""高""))))),IF(OR(I751=""EO"",I751=""EQ""),IF(OR(X751=""估算法"",X751=""算法类""),""中"",IF(X751=""无法识别"",""低"",IF(L751<2,IF(N751<20,""低"",""中""),IF(L751<4,IF(N751<6,""低"",IF(N751<20,""中"",""高"")),IF(N751<6,""中"",""高""))))),IF(OR(I751=""ILF"",I751=""EIF""),IF(OR(X751=""估算法"",X751=""算法类"",X751=""无法识别""),""低"",IF(M751<2,IF(N751<51,""低"",""中""),IF(M751<6,IF(N751<20,""低"",IF(N751<51,""中"",""高"")),IF(N751<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I751=""EI"",IF(O751=""低"",3,IF(O751=""中"",4,6)),IF(I751=""EO"",IF(O751=""低"",4,IF(O751=""中"",5,7)),IF(I751=""EQ"",IF(O751=""低"",3,IF(O751=""中"",4,6)),IF(I751=""ILF"",IF(O751=""低"",7,IF(O751=""中"",10,15)),IF(I751=""EIF"",IF(O751=""低"",5,IF(O751=""中"",7,10)),""不计算"")))))*Q751,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P751*R751,0)",=T751*S751,部侧台账批量上报响应接口文件、台账上报历史表,,"部侧台账批量上报响应接口文件{文件编号|响应码、响应说明}
台账上报历史表{批次编号|响应码}",,,,,
=ROW()-1,,2025,张明峰,,,漏管平台系统台账,采集登录与管理操作生成维护类台账,EI,,,"=IF(OR(X752=""估算法"",X752=""算法类"",X752=""无法识别""),"""",IF(V752="""",IF(OR(I752=""EI"",I752=""EO"",I752=""EQ""),0,""""),LEN(V752)-LEN(SUBSTITUTE(V752,""、"",""""))+1))","=IF(OR(X752=""估算法"",X752=""算法类"",X752=""无法识别""),"""",IF(W752="""",IF(OR(I752=""ILF"",I752=""EIF""),0,""""),LEN(W752)-LEN(SUBSTITUTE(W752,""、"",""""))+1))","=IF(OR(X752=""估算法"",X752=""算法类"",X752=""无法识别""),"""",IF(X752="""",IF(OR(I752=""ILF"",I752=""EIF"",I752=""EI"",I752=""EO"",I752=""EQ""),0,""""),LEN(X752)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X752,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I752=""EI"",I752=""EO"",I752=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I752=""EI"",IF(OR(X752=""估算法"",X752=""算法类""),""中"",IF(X752=""无法识别"",""低"",IF(L752<2,IF(N752<16,""低"",""中""),IF(L752<3,IF(N752<5,""低"",IF(N752<16,""中"",""高"")),IF(N752<5,""中"",""高""))))),IF(OR(I752=""EO"",I752=""EQ""),IF(OR(X752=""估算法"",X752=""算法类""),""中"",IF(X752=""无法识别"",""低"",IF(L752<2,IF(N752<20,""低"",""中""),IF(L752<4,IF(N752<6,""低"",IF(N752<20,""中"",""高"")),IF(N752<6,""中"",""高""))))),IF(OR(I752=""ILF"",I752=""EIF""),IF(OR(X752=""估算法"",X752=""算法类"",X752=""无法识别""),""低"",IF(M752<2,IF(N752<51,""低"",""中""),IF(M752<6,IF(N752<20,""低"",IF(N752<51,""中"",""高"")),IF(N752<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I752=""EI"",IF(O752=""低"",3,IF(O752=""中"",4,6)),IF(I752=""EO"",IF(O752=""低"",4,IF(O752=""中"",5,7)),IF(I752=""EQ"",IF(O752=""低"",3,IF(O752=""中"",4,6)),IF(I752=""ILF"",IF(O752=""低"",7,IF(O752=""中"",10,15)),IF(I752=""EIF"",IF(O752=""低"",5,IF(O752=""中"",7,10)),""不计算"")))))*Q752,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P752*R752,0)",=T752*S752,漏管平台维护台账表,,漏管平台维护台账表{登录账号、登录地址、设备哈希、操作动作|台账记录编号、台账类型编码、记录时间},类型1010,,,,
=ROW()-1,,2025,张明峰,,,,定时采集时钟同步生成运行类台账,EI,,,"=IF(OR(X753=""估算法"",X753=""算法类"",X753=""无法识别""),"""",IF(V753="""",IF(OR(I753=""EI"",I753=""EO"",I753=""EQ""),0,""""),LEN(V753)-LEN(SUBSTITUTE(V753,""、"",""""))+1))","=IF(OR(X753=""估算法"",X753=""算法类"",X753=""无法识别""),"""",IF(W753="""",IF(OR(I753=""ILF"",I753=""EIF""),0,""""),LEN(W753)-LEN(SUBSTITUTE(W753,""、"",""""))+1))","=IF(OR(X753=""估算法"",X753=""算法类"",X753=""无法识别""),"""",IF(X753="""",IF(OR(I753=""ILF"",I753=""EIF"",I753=""EI"",I753=""EO"",I753=""EQ""),0,""""),LEN(X753)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X753,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I753=""EI"",I753=""EO"",I753=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I753=""EI"",IF(OR(X753=""估算法"",X753=""算法类""),""中"",IF(X753=""无法识别"",""低"",IF(L753<2,IF(N753<16,""低"",""中""),IF(L753<3,IF(N753<5,""低"",IF(N753<16,""中"",""高"")),IF(N753<5,""中"",""高""))))),IF(OR(I753=""EO"",I753=""EQ""),IF(OR(X753=""估算法"",X753=""算法类""),""中"",IF(X753=""无法识别"",""低"",IF(L753<2,IF(N753<20,""低"",""中""),IF(L753<4,IF(N753<6,""低"",IF(N753<20,""中"",""高"")),IF(N753<6,""中"",""高""))))),IF(OR(I753=""ILF"",I753=""EIF""),IF(OR(X753=""估算法"",X753=""算法类"",X753=""无法识别""),""低"",IF(M753<2,IF(N753<51,""低"",""中""),IF(M753<6,IF(N753<20,""低"",IF(N753<51,""中"",""高"")),IF(N753<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I753=""EI"",IF(O753=""低"",3,IF(O753=""中"",4,6)),IF(I753=""EO"",IF(O753=""低"",4,IF(O753=""中"",5,7)),IF(I753=""EQ"",IF(O753=""低"",3,IF(O753=""中"",4,6)),IF(I753=""ILF"",IF(O753=""低"",7,IF(O753=""中"",10,15)),IF(I753=""EIF"",IF(O753=""低"",5,IF(O753=""中"",7,10)),""不计算"")))))*Q753,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P753*R753,0)",=T753*S753,漏管平台运行台账表,,漏管平台运行台账表{时钟同步状态、时钟同步来源、设备哈希|台账记录编号、台账类型编码、记录时间},类型1000，每10分钟,,,,
=ROW()-1,,2025,张明峰,,,,将运行类台账纳入批量上报,EO,,,"=IF(OR(X754=""估算法"",X754=""算法类"",X754=""无法识别""),"""",IF(V754="""",IF(OR(I754=""EI"",I754=""EO"",I754=""EQ""),0,""""),LEN(V754)-LEN(SUBSTITUTE(V754,""、"",""""))+1))","=IF(OR(X754=""估算法"",X754=""算法类"",X754=""无法识别""),"""",IF(W754="""",IF(OR(I754=""ILF"",I754=""EIF""),0,""""),LEN(W754)-LEN(SUBSTITUTE(W754,""、"",""""))+1))","=IF(OR(X754=""估算法"",X754=""算法类"",X754=""无法识别""),"""",IF(X754="""",IF(OR(I754=""ILF"",I754=""EIF"",I754=""EI"",I754=""EO"",I754=""EQ""),0,""""),LEN(X754)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X754,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I754=""EI"",I754=""EO"",I754=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I754=""EI"",IF(OR(X754=""估算法"",X754=""算法类""),""中"",IF(X754=""无法识别"",""低"",IF(L754<2,IF(N754<16,""低"",""中""),IF(L754<3,IF(N754<5,""低"",IF(N754<16,""中"",""高"")),IF(N754<5,""中"",""高""))))),IF(OR(I754=""EO"",I754=""EQ""),IF(OR(X754=""估算法"",X754=""算法类""),""中"",IF(X754=""无法识别"",""低"",IF(L754<2,IF(N754<20,""低"",""中""),IF(L754<4,IF(N754<6,""低"",IF(N754<20,""中"",""高"")),IF(N754<6,""中"",""高""))))),IF(OR(I754=""ILF"",I754=""EIF""),IF(OR(X754=""估算法"",X754=""算法类"",X754=""无法识别""),""低"",IF(M754<2,IF(N754<51,""低"",""中""),IF(M754<6,IF(N754<20,""低"",IF(N754<51,""中"",""高"")),IF(N754<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I754=""EI"",IF(O754=""低"",3,IF(O754=""中"",4,6)),IF(I754=""EO"",IF(O754=""低"",4,IF(O754=""中"",5,7)),IF(I754=""EQ"",IF(O754=""低"",3,IF(O754=""中"",4,6)),IF(I754=""ILF"",IF(O754=""低"",7,IF(O754=""中"",10,15)),IF(I754=""EIF"",IF(O754=""低"",5,IF(O754=""中"",7,10)),""不计算"")))))*Q754,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P754*R754,0)",=T754*S754,漏管平台运行台账表、漏管台账记录主表,,"漏管平台运行台账表{台账记录编号|上报状态}
漏管台账记录主表{|台账记录编号、台账类型编码}",,,,,
=ROW()-1,,2025,张明峰,,,,查询漏管平台维护类台账,EQ,,,"=IF(OR(X755=""估算法"",X755=""算法类"",X755=""无法识别""),"""",IF(V755="""",IF(OR(I755=""EI"",I755=""EO"",I755=""EQ""),0,""""),LEN(V755)-LEN(SUBSTITUTE(V755,""、"",""""))+1))","=IF(OR(X755=""估算法"",X755=""算法类"",X755=""无法识别""),"""",IF(W755="""",IF(OR(I755=""ILF"",I755=""EIF""),0,""""),LEN(W755)-LEN(SUBSTITUTE(W755,""、"",""""))+1))","=IF(OR(X755=""估算法"",X755=""算法类"",X755=""无法识别""),"""",IF(X755="""",IF(OR(I755=""ILF"",I755=""EIF"",I755=""EI"",I755=""EO"",I755=""EQ""),0,""""),LEN(X755)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X755,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I755=""EI"",I755=""EO"",I755=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I755=""EI"",IF(OR(X755=""估算法"",X755=""算法类""),""中"",IF(X755=""无法识别"",""低"",IF(L755<2,IF(N755<16,""低"",""中""),IF(L755<3,IF(N755<5,""低"",IF(N755<16,""中"",""高"")),IF(N755<5,""中"",""高""))))),IF(OR(I755=""EO"",I755=""EQ""),IF(OR(X755=""估算法"",X755=""算法类""),""中"",IF(X755=""无法识别"",""低"",IF(L755<2,IF(N755<20,""低"",""中""),IF(L755<4,IF(N755<6,""低"",IF(N755<20,""中"",""高"")),IF(N755<6,""中"",""高""))))),IF(OR(I755=""ILF"",I755=""EIF""),IF(OR(X755=""估算法"",X755=""算法类"",X755=""无法识别""),""低"",IF(M755<2,IF(N755<51,""低"",""中""),IF(M755<6,IF(N755<20,""低"",IF(N755<51,""中"",""高"")),IF(N755<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I755=""EI"",IF(O755=""低"",3,IF(O755=""中"",4,6)),IF(I755=""EO"",IF(O755=""低"",4,IF(O755=""中"",5,7)),IF(I755=""EQ"",IF(O755=""低"",3,IF(O755=""中"",4,6)),IF(I755=""ILF"",IF(O755=""低"",7,IF(O755=""中"",10,15)),IF(I755=""EIF"",IF(O755=""低"",5,IF(O755=""中"",7,10)),""不计算"")))))*Q755,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P755*R755,0)",=T755*S755,漏管平台维护台账表,,漏管平台维护台账表{记录时间、登录账号|台账记录编号、操作动作、操作说明},,,,,
=ROW()-1,,2025,张明峰,,,,查看漏管平台维护类台账摘要,EQ,,,"=IF(OR(X756=""估算法"",X756=""算法类"",X756=""无法识别""),"""",IF(V756="""",IF(OR(I756=""EI"",I756=""EO"",I756=""EQ""),0,""""),LEN(V756)-LEN(SUBSTITUTE(V756,""、"",""""))+1))","=IF(OR(X756=""估算法"",X756=""算法类"",X756=""无法识别""),"""",IF(W756="""",IF(OR(I756=""ILF"",I756=""EIF""),0,""""),LEN(W756)-LEN(SUBSTITUTE(W756,""、"",""""))+1))","=IF(OR(X756=""估算法"",X756=""算法类"",X756=""无法识别""),"""",IF(X756="""",IF(OR(I756=""ILF"",I756=""EIF"",I756=""EI"",I756=""EO"",I756=""EQ""),0,""""),LEN(X756)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X756,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I756=""EI"",I756=""EO"",I756=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I756=""EI"",IF(OR(X756=""估算法"",X756=""算法类""),""中"",IF(X756=""无法识别"",""低"",IF(L756<2,IF(N756<16,""低"",""中""),IF(L756<3,IF(N756<5,""低"",IF(N756<16,""中"",""高"")),IF(N756<5,""中"",""高""))))),IF(OR(I756=""EO"",I756=""EQ""),IF(OR(X756=""估算法"",X756=""算法类""),""中"",IF(X756=""无法识别"",""低"",IF(L756<2,IF(N756<20,""低"",""中""),IF(L756<4,IF(N756<6,""低"",IF(N756<20,""中"",""高"")),IF(N756<6,""中"",""高""))))),IF(OR(I756=""ILF"",I756=""EIF""),IF(OR(X756=""估算法"",X756=""算法类"",X756=""无法识别""),""低"",IF(M756<2,IF(N756<51,""低"",""中""),IF(M756<6,IF(N756<20,""低"",IF(N756<51,""中"",""高"")),IF(N756<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I756=""EI"",IF(O756=""低"",3,IF(O756=""中"",4,6)),IF(I756=""EO"",IF(O756=""低"",4,IF(O756=""中"",5,7)),IF(I756=""EQ"",IF(O756=""低"",3,IF(O756=""中"",4,6)),IF(I756=""ILF"",IF(O756=""低"",7,IF(O756=""中"",10,15)),IF(I756=""EIF"",IF(O756=""低"",5,IF(O756=""中"",7,10)),""不计算"")))))*Q756,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P756*R756,0)",=T756*S756,漏管平台维护台账表,,漏管平台维护台账表{台账记录编号|台账类型编码、记录时间、操作动作},,,,,
=ROW()-1,,2025,张明峰,,,,导出漏管平台维护类台账,EO,,,"=IF(OR(X757=""估算法"",X757=""算法类"",X757=""无法识别""),"""",IF(V757="""",IF(OR(I757=""EI"",I757=""EO"",I757=""EQ""),0,""""),LEN(V757)-LEN(SUBSTITUTE(V757,""、"",""""))+1))","=IF(OR(X757=""估算法"",X757=""算法类"",X757=""无法识别""),"""",IF(W757="""",IF(OR(I757=""ILF"",I757=""EIF""),0,""""),LEN(W757)-LEN(SUBSTITUTE(W757,""、"",""""))+1))","=IF(OR(X757=""估算法"",X757=""算法类"",X757=""无法识别""),"""",IF(X757="""",IF(OR(I757=""ILF"",I757=""EIF"",I757=""EI"",I757=""EO"",I757=""EQ""),0,""""),LEN(X757)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X757,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I757=""EI"",I757=""EO"",I757=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I757=""EI"",IF(OR(X757=""估算法"",X757=""算法类""),""中"",IF(X757=""无法识别"",""低"",IF(L757<2,IF(N757<16,""低"",""中""),IF(L757<3,IF(N757<5,""低"",IF(N757<16,""中"",""高"")),IF(N757<5,""中"",""高""))))),IF(OR(I757=""EO"",I757=""EQ""),IF(OR(X757=""估算法"",X757=""算法类""),""中"",IF(X757=""无法识别"",""低"",IF(L757<2,IF(N757<20,""低"",""中""),IF(L757<4,IF(N757<6,""低"",IF(N757<20,""中"",""高"")),IF(N757<6,""中"",""高""))))),IF(OR(I757=""ILF"",I757=""EIF""),IF(OR(X757=""估算法"",X757=""算法类"",X757=""无法识别""),""低"",IF(M757<2,IF(N757<51,""低"",""中""),IF(M757<6,IF(N757<20,""低"",IF(N757<51,""中"",""高"")),IF(N757<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I757=""EI"",IF(O757=""低"",3,IF(O757=""中"",4,6)),IF(I757=""EO"",IF(O757=""低"",4,IF(O757=""中"",5,7)),IF(I757=""EQ"",IF(O757=""低"",3,IF(O757=""中"",4,6)),IF(I757=""ILF"",IF(O757=""低"",7,IF(O757=""中"",10,15)),IF(I757=""EIF"",IF(O757=""低"",5,IF(O757=""中"",7,10)),""不计算"")))))*Q757,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P757*R757,0)",=T757*S757,漏管平台维护台账表,,漏管平台维护台账表{记录时间|导出文件路径},,,,,
=ROW()-1,,2025,张明峰,,,,漏管平台维护台账表,ILF,,,"=IF(OR(X758=""估算法"",X758=""算法类"",X758=""无法识别""),"""",IF(V758="""",IF(OR(I758=""EI"",I758=""EO"",I758=""EQ""),0,""""),LEN(V758)-LEN(SUBSTITUTE(V758,""、"",""""))+1))","=IF(OR(X758=""估算法"",X758=""算法类"",X758=""无法识别""),"""",IF(W758="""",IF(OR(I758=""ILF"",I758=""EIF""),0,""""),LEN(W758)-LEN(SUBSTITUTE(W758,""、"",""""))+1))","=IF(OR(X758=""估算法"",X758=""算法类"",X758=""无法识别""),"""",IF(X758="""",IF(OR(I758=""ILF"",I758=""EIF"",I758=""EI"",I758=""EO"",I758=""EQ""),0,""""),LEN(X758)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X758,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I758=""EI"",I758=""EO"",I758=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I758=""EI"",IF(OR(X758=""估算法"",X758=""算法类""),""中"",IF(X758=""无法识别"",""低"",IF(L758<2,IF(N758<16,""低"",""中""),IF(L758<3,IF(N758<5,""低"",IF(N758<16,""中"",""高"")),IF(N758<5,""中"",""高""))))),IF(OR(I758=""EO"",I758=""EQ""),IF(OR(X758=""估算法"",X758=""算法类""),""中"",IF(X758=""无法识别"",""低"",IF(L758<2,IF(N758<20,""低"",""中""),IF(L758<4,IF(N758<6,""低"",IF(N758<20,""中"",""高"")),IF(N758<6,""中"",""高""))))),IF(OR(I758=""ILF"",I758=""EIF""),IF(OR(X758=""估算法"",X758=""算法类"",X758=""无法识别""),""低"",IF(M758<2,IF(N758<51,""低"",""中""),IF(M758<6,IF(N758<20,""低"",IF(N758<51,""中"",""高"")),IF(N758<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I758=""EI"",IF(O758=""低"",3,IF(O758=""中"",4,6)),IF(I758=""EO"",IF(O758=""低"",4,IF(O758=""中"",5,7)),IF(I758=""EQ"",IF(O758=""低"",3,IF(O758=""中"",4,6)),IF(I758=""ILF"",IF(O758=""低"",7,IF(O758=""中"",10,15)),IF(I758=""EIF"",IF(O758=""低"",5,IF(O758=""中"",7,10)),""不计算"")))))*Q758,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P758*R758,0)",=T758*S758,,漏管平台维护台账表,漏管平台维护台账表{台账记录编号、台账类型编码、台账级别、记录时间、登录账号、登录地址、设备哈希、操作动作、操作说明},,,,,
=ROW()-1,,2025,张明峰,,,,查询漏管平台运行类台账,EQ,,,"=IF(OR(X759=""估算法"",X759=""算法类"",X759=""无法识别""),"""",IF(V759="""",IF(OR(I759=""EI"",I759=""EO"",I759=""EQ""),0,""""),LEN(V759)-LEN(SUBSTITUTE(V759,""、"",""""))+1))","=IF(OR(X759=""估算法"",X759=""算法类"",X759=""无法识别""),"""",IF(W759="""",IF(OR(I759=""ILF"",I759=""EIF""),0,""""),LEN(W759)-LEN(SUBSTITUTE(W759,""、"",""""))+1))","=IF(OR(X759=""估算法"",X759=""算法类"",X759=""无法识别""),"""",IF(X759="""",IF(OR(I759=""ILF"",I759=""EIF"",I759=""EI"",I759=""EO"",I759=""EQ""),0,""""),LEN(X759)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X759,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I759=""EI"",I759=""EO"",I759=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I759=""EI"",IF(OR(X759=""估算法"",X759=""算法类""),""中"",IF(X759=""无法识别"",""低"",IF(L759<2,IF(N759<16,""低"",""中""),IF(L759<3,IF(N759<5,""低"",IF(N759<16,""中"",""高"")),IF(N759<5,""中"",""高""))))),IF(OR(I759=""EO"",I759=""EQ""),IF(OR(X759=""估算法"",X759=""算法类""),""中"",IF(X759=""无法识别"",""低"",IF(L759<2,IF(N759<20,""低"",""中""),IF(L759<4,IF(N759<6,""低"",IF(N759<20,""中"",""高"")),IF(N759<6,""中"",""高""))))),IF(OR(I759=""ILF"",I759=""EIF""),IF(OR(X759=""估算法"",X759=""算法类"",X759=""无法识别""),""低"",IF(M759<2,IF(N759<51,""低"",""中""),IF(M759<6,IF(N759<20,""低"",IF(N759<51,""中"",""高"")),IF(N759<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I759=""EI"",IF(O759=""低"",3,IF(O759=""中"",4,6)),IF(I759=""EO"",IF(O759=""低"",4,IF(O759=""中"",5,7)),IF(I759=""EQ"",IF(O759=""低"",3,IF(O759=""中"",4,6)),IF(I759=""ILF"",IF(O759=""低"",7,IF(O759=""中"",10,15)),IF(I759=""EIF"",IF(O759=""低"",5,IF(O759=""中"",7,10)),""不计算"")))))*Q759,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P759*R759,0)",=T759*S759,漏管平台运行台账表,,漏管平台运行台账表{记录时间|台账记录编号、时钟同步状态、时钟同步来源},,,,,
